Course Name,University,Difficulty Level,Course Rating,Course URL,Skills
Exploratory Data Analysis for Machine Learning,IBM,Intermediate,4.8,https://www.coursera.org/learn/ibm-exploratory-data-analysis-for-machine-learning,Bayesian nonparametric statistics Feature Engineering statistical hypothesis testing Outlier Machine Learning Bayesian Statistics estimation theory Exploratory Data Analysis Feature Scaling data-science machine-learning
Organising an Empire: The Assyrian Way,Ludwig-Maximilians-Universitï¿½t Mï¿½nchen (LMU),Beginner,4.8,https://www.coursera.org/learn/organising-empire-assyrian-way,eunuch history palace middle east Art History organizing (management) luxury goods palaces death historiography arts-and-humanities history
Managing G Suite,Google Cloud,Beginner,4.7,https://www.coursera.org/learn/managing-g-suite,jpeg a/rose Leadership and Management user (computing) bookkeeping Accounting application programming interfaces recursively enumerable set Electronic Discovery javascript syntax computer-science computer-security-and-networks
Accounting and Finance for IT professionals,Indian School of Business,Beginner,4.5,https://www.coursera.org/learn/accounting-finance,capital budgeting future value net income Accounting financial statement systematic risk cash flow effective interest rate financial ratio Finance business finance
The Talmud: A Methodological Introduction,Northwestern University,Beginner,4.6,https://www.coursera.org/learn/the-talmud,interpretation religion translation studies bible organizing (management) law history Booking israel scholar arts-and-humanities history
Intermediate Intelï¿½ Distribution of OpenVINOï¿½ toolkit for Deep Learning Applications,Intel,Advanced,5,https://www.coursera.org/learn/int-openvino,mobile application testing learning tools interoperability archimate sakai (software) learnability Computer Vision microprocessor opms application framework computer accessibility computer-science software-development
Data-Driven Testing (via spreadsheet) with Selenium & TestNG,Coursera Project Network,Conversant,Not Calibrated,https://www.coursera.org/learn/data-driven-testing-via-spreadsheet-with-selenium-testng,functional testing test case reusability test automation data-driven testing test data Microsoft Excel sources externality test design computer-science software-development
Foundations of mining non-structured medical data,EIT Digital,Advanced,4.2,https://www.coursera.org/learn/mining-medical-data,analysis research methods evaluation Data Mining digital image medical writing pathology electronic health records electronic health record ontology (information science) data-science data-analysis
What is ï¿½the mindï¿½ and what is artificial intelligence?,University of Colorado Boulder,Intermediate,4.6,https://www.coursera.org/learn/mind-machine-artificial-intelligence,cognitive science thought Factorial thought experiment Experiment cognition Problem Solving Machine Learning automaton evolutionary psychology computer-science algorithms
Natural Language Processing,National Research University Higher School of Economics,Intermediate,4,https://www.coursera.org/learn/language-processing,language modeling n-gram named-entity recognition Deep Learning Human Learning Tensorflow natural language Word2vec Natural Language Processing data-science machine-learning
Game Development for Modern Platforms,Michigan State University,Advanced,4.8,https://www.coursera.org/learn/gamedev-platforms,unreal engine unity (user interface) game programming Computer Programming game design level design user interface interfaces Android Development video game development computer-science software-development
Medical Neuroscience,Duke University,Intermediate,4.9,https://www.coursera.org/learn/medical-neuroscience,neuroscience Neurological Injury neurology clinical neuroscience neurological disorders injury Human Learning physiology anatomy neurobiology life-sciences research
Computational Thinking for K-12 Educators: Variables and Nested Loops,University of California San Diego,Advanced,4.7,https://www.coursera.org/learn/block-programming-k12-educators-variables-nested-loops,Student's t-Distribution ordered pair lesson plan interactivity variable (computer science) laravel Computer Programming brainstorming adobe air display devices social-sciences education
Supplier Management,Rutgers the State University of New Jersey,Beginner,4.8,https://www.coursera.org/learn/supplier-management,evaluation supply chain Contract Management Procurement Supplier Evaluation ethics Strategy supply chain analytics Supplier Management Leadership and Management business leadership-and-management
Uncover the Survey Data Story with Charts in Google Sheets,Coursera Project Network,Advanced,Not Calibrated,https://www.coursera.org/learn/survey-data-story-bar-charts-in-google-sheets,measurement Chart Bubble Chart project software Communication customer experience Bar Chart spreadsheet Spreadsheet Software business business-essentials
Decentralized Applications (Dapps),The State University of New York,Advanced,4.5,https://www.coursera.org/learn/decentralized-apps-on-blockchain,decentralization solidity application programming interfaces event (computing) Javascript test-driven development ethereum peer-to-peer smart contract BlockChain computer-science software-development
Understanding economic policymaking,IE Business School,Advanced,4.8,https://www.coursera.org/learn/economic-policy,quantitative easing monetary policy fiscal policy government budget balance tax revenue money market Economics government spending economy Economic Policy social-sciences governance-and-society
TECH MeD: Transdisciplinary Education for Critical Hacks of Medical Devices,University of Florida,Intermediate,4.1,https://www.coursera.org/learn/tech-med-medical-devices,vulnerability (computing) medical devices secure by design biomedical engineering medical device telemedicine rendering (computer graphics) medical devices directive Healthcare Management patient life-sciences healthcare-management
